"uid","namedLocation","domainID","siteID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","plotID","collectDate","processedDate","laboratoryName","sampleID","sampleCode","biomassID","internalLabID","batchID","testProtocolVersion","freshMass","freezeDryMass","c8To0Concentration","c10To0Concentration","c11To0Concentration","lipid2OH10To0Concentration","c12To0Concentration","c13To0Concentration","lipid2OH12To0Concentration","lipid3OH12To0Concentration","c14To1Concentration","c14To0Concentration","i14To0Concentration","i15To0Concentration","aC15To0Concentration","c15To0Concentration","c15To1Concentration","lipid2OH14To0Concentration","lipid3OH14To0Concentration","i16To0Concentration","cis16To1n9Concentration","c16To1Cis11Concentration","c16To0Concentration","lipid10Methyl16To0Concentration","i17To0Concentration","c17To1Concentration","cyclo17To0Concentration","c17To0Concentration","c17To0AnteisoConcentration","lipid2OH16To0Concentration","lipid10Methyl17To0Concentration","c18To3n6Concentration","cis18To2n912Concentration","cis18To1n9Concentration","trans18To1n9Concentration","trans18To2n912Concentration","c18To3n3Concentration","c18To1n11Concentration","c18To0Concentration","lipid10Methyl18To0Concentration","cyclo19To0Concentration","c19To0Concentration","c19To1Cis10Concentration","c20To4n6Concentration","c20To5n3Concentration","c20To3n6Concentration","c20To2Concentration","c20To1Concentration","c20To3n3Concentration","c20To0Concentration","c21To0Concentration","c22To2Concentration","c22To1n9Concentration","c22To0Concentration","c22To6CisConcentration","c23To0Concentration","c24To1Concentration","c24To0Concentration","totalLipidConcentration","extractionEfficiency","extractEffStdConc","processedBy","reviewedBy","remarks","analysisResultsQF","dataQF","publicationDate"
"7fac803e-a5c7-43f6-8efd-9dbd02a81b0f","HARV_013.basePlot.bgc","D01","HARV",42.392282,-72.254598,"WGS84",20.19,184.6,0.2,"HARV_013",2018-07-12 14:25:00,2019-04-01,"EcoCore_CSU","HARV_013-M-0-6-20180712","A00000001029","HARV_013-M-0-6-20180712-BM","B4-78","20190401 Set 4-2","EcoCore_PLFA_SOP_v2",1.77,1.23,0,0,0,0,2.17,0,1.61,0,0,2.18,0,3.21,2.1,0.97,0,0,1.08,1.66,2.45,1.56,5.26,1.03,1.41,0,1.78,0,0,0,2.47,0,1.72,3.12,1.39,0,0,8.52,2.19,1.07,0.74,NA,4.33,0.82,0,0,0,0,0,1.46,NA,0,0,2.11,0,0.79,0,2.05,61.25,9.9,9.41,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"1","20200602T135309Z"
"97653766-c048-491d-b80f-49e0bb6856a4","HARV_013.basePlot.bgc","D01","HARV",42.392282,-72.254598,"WGS84",20.19,184.6,0.2,"HARV_013",2018-07-12 14:51:00,2019-04-01,"EcoCore_CSU","HARV_013-O-2.5-25-20180712","A00000001024","HARV_013-O-2.5-25-20180712-BM","B4-65","20190401 Set 4-2","EcoCore_PLFA_SOP_v2",0.73,0.53,0,0,0,0,5.11,0,4.87,0,0,5.92,0,17.22,6.27,2.27,0,0,2.61,6.83,14.39,6.43,24.68,2.87,0,0,5.75,2.94,0,0,11.28,2.21,6.39,18.53,3.52,2.12,0,19.36,7.59,2.87,1.57,NA,1.83,2.17,1.9,0,0,0,1.73,3.77,NA,0,1.93,7.19,0,2,0,6.42,212.56,7.63,7.25,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"1","20200602T135309Z"
"29e32385-9fd9-4f14-b023-04bac4f09664","HARV_013.basePlot.bgc","D01","HARV",42.392282,-72.254598,"WGS84",20.19,184.6,0.2,"HARV_013",2018-07-12 15:05:00,2019-04-01,"EcoCore_CSU","HARV_013-M-2.5-25-20180712","A00000001027","HARV_013-M-2.5-25-20180712-BM","B4-81","20190401 Set 4-2","EcoCore_PLFA_SOP_v2",0.59,0.43,0,0,0,0,6.2,2.82,4.15,0,0,5.66,0,6.75,4.91,2.54,0,0,3.38,4.1,6.02,3.66,12.66,2.68,2.99,0,4.16,2.63,0,0,5.69,0,4.26,7.49,0,0,0,10.33,6.04,2.79,1.86,NA,10.48,2.29,2.1,0,0,0,0,4.17,NA,2.83,0,5.94,0,2.2,2.62,5.3,151.71,15.84,NA,"pQWV1/jIiMoaUfDTWRgc9Q==","UUHyUZEFXsxB8sFGg5Hhww==","Simpson",NA,"c19:0 and c21:0 are spiked internal standards","20200602T135309Z"
"0fcae159-7919-4cb5-93af-f38312fd622d","HARV_021.basePlot.bgc","D01","HARV",42.45243,-72.250472,"WGS84",20.1,175.1,0.1,"HARV_021",2018-07-12 18:13:00,2019-04-01,"EcoCore_CSU","HARV_021-O-6.5-2-20180712","A00000001039","HARV_021-O-6.5-2-20180712-BM","B4-79","20190401 Set 4-2","EcoCore_PLFA_SOP_v2",0.59,0.32,0,0,0,0,8.44,0,4.71,0,0,8.8,0,14.54,6.63,3.42,0,0,4.27,8.18,11.36,6.06,28.4,3.78,0,0,7.34,4.13,0,0,12.03,0,18.22,22.24,3.63,3.45,3.56,9.2,9.47,3.25,2.82,NA,24.48,3.56,3.42,0,0,2.92,0,5.26,NA,0,0,7.99,0,3.02,3.49,7.06,269.11,7.86,7.46,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"1","20200602T135309Z"
"478fe014-fc78-41aa-b507-08eb613dc676","HARV_021.basePlot.bgc","D01","HARV",42.45243,-72.250472,"WGS84",20.1,175.1,0.1,"HARV_021",2018-07-12 18:24:00,2019-04-01,"EcoCore_CSU","HARV_021-M-6.5-2-20180712","A00000001044","HARV_021-M-6.5-2-20180712-BM","B4-82","20190401 Set 4-2","EcoCore_PLFA_SOP_v2",0.58,0.47,0,0,0,0,5.64,0,3.62,0,0,5.17,0,5.62,3.63,2.33,0,0,2.87,3.94,5.72,3.67,12.28,2.51,0,0,3.92,2.47,0,0,5.34,2.44,4.17,8.38,3.31,0,2.23,8.8,5.57,2.32,1.69,NA,1.76,2.15,0,0,0,1.98,0,3.89,NA,0,0,6.12,0,2.03,2.36,5.36,133.29,13.9,NA,"iNCLnH2aWNqm6xrgwmDI6w==","UUHyUZEFXsxB8sFGg5Hhww==","Simpson",NA,"c19:0 and c21:0 are spiked internal standards","20200602T135309Z"
"160085a8-a00e-4427-ba1b-f58b8b8b6c6a","HARV_021.basePlot.bgc","D01","HARV",42.45243,-72.250472,"WGS84",20.1,175.1,0.1,"HARV_021",2018-07-12 18:51:00,2019-04-01,"EcoCore_CSU","HARV_021-O-38-18.5-20180712","A00000001040","HARV_021-O-38-18.5-20180712-BM","B4-83","20190401 Set 4-2","EcoCore_PLFA_SOP_v2",0.63,0.24,0,0,0,0,0,0,5.84,0,0,11.11,0,13.39,7.89,5.45,0,0,5.75,9.42,11.52,6.58,27.6,4.91,0,0,7.68,4.84,0,0,12.5,0,6.55,16.94,4.94,4.26,4.38,11.18,11.23,4.5,0,NA,19.37,4.58,3.83,0,0,4,0,7.82,NA,0,0,13.9,0,4.09,4.7,10.6,271.37,11.89,NA,"CCb+22Ptu7JeCp+yW0rPhw==","UUHyUZEFXsxB8sFGg5Hhww==","Simpson",NA,"c19:0 and c21:0 are spiked internal standards","20200602T135309Z"
"f6406711-9772-471e-96f6-81fd8e9e62b8","HARV_021.basePlot.bgc","D01","HARV",42.45243,-72.250472,"WGS84",20.1,175.1,0.1,"HARV_021",2018-07-12 19:00:00,2019-04-01,"EcoCore_CSU","HARV_021-M-38-18.5-20180712","A00000001043","HARV_021-M-38-18.5-20180712-BM","B4-80","20190401 Set 4-2","EcoCore_PLFA_SOP_v2",1.66,1.26,0,0,0,0,2.07,0,1.57,0,0,1.94,0,2.46,1.56,0.85,0,0,1,1.63,1.96,1.44,5.46,0.88,1.34,0,1.69,1.23,0,0,1.93,0.87,1.29,3.31,1.28,0.79,0.85,9.58,2.2,0.74,0.73,NA,0.67,0.82,0.72,0,0,0.76,0.72,1.6,NA,0,0,1.8,0,0.77,0.89,1.63,61.01,6.2,5.89,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"1","20200602T135309Z"
"5502edba-a3d6-439f-93ee-0eb8640d234c","HARV_021.basePlot.bgc","D01","HARV",42.45243,-72.250472,"WGS84",20.1,175.1,0.1,"HARV_021",2018-07-12 19:15:00,2019-04-01,"EcoCore_CSU","HARV_021-O-39.5-23-20180712","A00000001041","HARV_021-O-39.5-23-20180712-BM","B4-77","20190401 Set 4-2","EcoCore_PLFA_SOP_v2",0.53,0.18,0,0,0,0,15.02,0,8.02,0,0,16.2,0,24.92,13.93,5.95,0,0,7.15,15.2,22.39,11.73,50.45,6.77,0,0,13.21,7.11,0,0,21.15,6.16,22.18,31.5,0,7.04,6.78,20.71,16.7,5.57,5.13,NA,30.13,6.48,5.66,0,0,6.4,4.99,10.49,NA,0,5.59,20.42,6.01,5.78,6.26,15.76,484.94,11.14,NA,"Tc308oalnnwdUI2Ix+NgyQ==","UUHyUZEFXsxB8sFGg5Hhww==","Simpson",NA,"c19:0 and c21:0 are spiked internal standards","20200602T135309Z"
"8080ff83-5163-474c-ad05-97dde43b10e7","HARV_021.basePlot.bgc","D01","HARV",42.45243,-72.250472,"WGS84",20.1,175.1,0.1,"HARV_021",2018-07-12 19:25:00,2019-04-01,"EcoCore_CSU","HARV_021-M-39.5-23-20180712","A00000001042","HARV_021-M-39.5-23-20180712-BM","B4-90","20190401 Set 4-2","EcoCore_PLFA_SOP_v2",1.59,1.1,0,0,0,0,0,1.18,2.09,0,0,2.44,0,3.03,2.06,1.2,0,0,1.23,1.64,3.03,1.94,6.27,1.09,0,0,1.94,1.1,0,0,2.51,1.05,2.62,4.58,1.59,0,1.02,5.08,2.56,0.93,0,NA,6.74,0.99,0.9,0,0,0,0.86,1.6,NA,0,0,2.42,0,0.87,0,2.28,68.87,9.3,8.84,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"1","20200602T135309Z"
"dde7b32a-7acf-4834-9801-7419929f98e2","SCBI_004.basePlot.bgc","D02","SCBI",38.896938,-78.146458,"WGS84",20.48,309.4,0.7,"SCBI_004",2017-03-27 13:37:00,2018-05-04,"EcoCore_CSU","SCBI_004-M-33-7.5-20170327",NA,"SCBI_004-M-33-7.5-20170327-BM","B6-82","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.22,1.67,0,0,0,0,0,0,2.76,0,0,1.31,0,7.39,6.31,0.58,0,0,0,3.38,6.73,4.37,10.46,0.98,0,0.9,2.48,0,0,0,4.96,0,0,9.34,3.01,0,0,13.94,2.82,1.37,0,NA,12.01,0.42,0.47,0,0,0,0,0,NA,0,0,0,0,0,0,1.39,97.38,11.14,3.7,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140408Z"
"7869773e-c6b7-455c-af33-b20813e01f48","SCBI_004.basePlot.bgc","D02","SCBI",38.896938,-78.146458,"WGS84",20.48,309.4,0.7,"SCBI_004",2017-03-27 14:32:00,2018-05-04,"EcoCore_CSU","SCBI_004-M-27-37-20170327",NA,"SCBI_004-M-27-37-20170327-BM","B6-84","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.28,1.66,0,0,0,0,0,0,1.58,0,0,1.78,0,11.4,10.18,1.56,0,0,0,3.95,16.6,9.19,15.11,2.06,0,0.86,4.54,0,0,0,13.9,0,0,9.64,3.56,0,0.86,22.97,3.32,1.18,0.69,NA,9.56,0.59,0.63,0,0,0,0,0,NA,0,0,0,0,0,0,1.32,147.04,10.59,3.7,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140408Z"
"fd2b4676-1d9a-4ca5-94b7-ffcce8d06adf","SCBI_004.basePlot.bgc","D02","SCBI",38.896938,-78.146458,"WGS84",20.48,309.4,0.7,"SCBI_004",2017-03-27 15:11:00,2018-08-30,"EcoCore_CSU","SCBI_004-M-2-29.5-20170327",NA,"SCBI_004-M-2-29.5-20170327-BM","B12-23","20180830 set 12a reruns","EcoCore_PLFA_SOP_v1",1.97,1.51,0,0,0,0,0,0,1.67,0,0,1.55,1.14,5.9,4.63,0.81,0,0,0,2.69,6.66,3.2,8.06,1.05,0,0,0,0,2.9,0,6.14,0,1.89,6.06,2.63,0,0,12.21,2.61,1.98,0,NA,10.23,0.54,0,0,0,0,0,0.98,NA,0,0,1.77,0,0.77,0,2.24,90.28,28.55,4.07,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140408Z"
"16f3cf8d-0285-4f69-85f1-b2481ca98102","SCBI_049.basePlot.bgc","D02","SCBI",38.894617,-78.139644,"WGS84",20.14,364.6,0.2,"SCBI_049",2017-03-28 13:35:00,2018-05-09,"EcoCore_CSU","SCBI_049-M-14.5-36.5-20170328",NA,"SCBI_049-M-14.5-36.5-20170328-BM","B7-8","20180509 set 7","EcoCore_PLFA_SOP_v1",2.12,1.49,0,0,0,1.45,0,0,6.4,0,0,3.97,0,33.8,29.79,3.6,0,0,0,12.31,41.87,21.15,44.32,8.84,0,0,12.32,1.84,0,0,57.04,1.12,6.3,26.33,12.83,1.94,0.96,86.46,8.7,4.81,3.36,NA,41.21,1.27,2.37,0,0,1.19,0.79,1.36,NA,0,0,1.97,0,0.66,0,1.99,484.33,57.35,4.14,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140408Z"
"c7576448-4531-4dfa-b810-63c70d65750e","SCBI_049.basePlot.bgc","D02","SCBI",38.894617,-78.139644,"WGS84",20.14,364.6,0.2,"SCBI_049",2017-03-28 14:32:00,2018-05-09,"EcoCore_CSU","SCBI_049-M-39-33.5-20170328",NA,"SCBI_049-M-39-33.5-20170328-BM","B7-7","20180509 set 7","EcoCore_PLFA_SOP_v1",1.89,1.38,0,0,0,0,0,0,0,0,0,2.86,0,15.55,14.71,2.6,0,0,0,7.25,21.24,11.15,26.79,3.32,0,1.27,7.25,0,0,0,18.56,0,7.04,17.75,8.11,0,0,46.2,6.77,3.69,1.47,NA,23.52,1.21,1.6,0,0,0.78,0,1.21,NA,0,0,2.08,0,0.7,0,2.45,257.15,52.33,4.47,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140408Z"
"3771157f-7486-4302-8589-97848c4da0e9","SCBI_049.basePlot.bgc","D02","SCBI",38.894617,-78.139644,"WGS84",20.14,364.6,0.2,"SCBI_049",2017-03-28 15:13:00,2018-05-09,"EcoCore_CSU","SCBI_049-M-33.5-19.5-20170328",NA,"SCBI_049-M-33.5-19.5-20170328-BM","B7-9","20180509 set 7","EcoCore_PLFA_SOP_v1",2.27,1.74,0,0,0,0,0,0,4.92,0,0,1.93,0,10.48,8.38,1.03,0,0,0,5.54,10.87,5.62,19.57,1.41,0,0,2.99,0,0,0,7.95,0,11.43,14.61,4.51,0,1.48,18.31,4.36,2.6,15.06,NA,0,0.69,0.74,0,0,0,0,0.89,NA,0,0,1.62,0,0,0,1.98,158.97,48.44,3.55,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140408Z"
"51ed963f-b2e8-40b2-b060-c200543d3ab2","SCBI_067.basePlot.bgc","D02","SCBI",38.893949,-78.135536,"WGS84",20.27,412.2,0.5,"SCBI_067",2017-03-29 04:30:00,2018-05-04,"EcoCore_CSU","SCBI_067-M-30.5-5-20170329",NA,"SCBI_067-M-30.5-5-20170329-BM","B6-78","20180504 set 6B","EcoCore_PLFA_SOP_v1",1.44,0.93,0,0,0,1.58,0,0,0,0,0,4.19,0,37.56,33.43,3.04,0,0,0,14.09,38.85,17.86,39.43,9.38,0,1.82,8.88,2.37,0,0,59.97,0,0,30.28,13.67,1.46,0,79.08,8.88,6.63,2.57,NA,45.57,1.09,1.36,0,0,1.54,0,1.55,NA,0,0,2.05,0,0,0,2.03,470.22,21.05,6.66,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140408Z"
"3cc6ca45-7ee6-441f-8521-eb484710c635","SCBI_047.basePlot.bgc","D02","SCBI",38.894257,-78.137217,"WGS84",20.18,392.4,0.3,"SCBI_047",2017-03-29 13:20:00,2018-05-04,"EcoCore_CSU","SCBI_047-M-31.5-9.5-20170329",NA,"SCBI_047-M-31.5-9.5-20170329-BM","B6-87","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.61,1.89,0,0,0,0,0,0,0,0,0,1.54,0,9.94,9.39,0.93,0,0,0,3.96,11.57,6.03,13,2.45,0,0.79,3.84,0.89,0,0,14.62,0,0,10.59,4.35,0,0,21.86,3.11,2.98,1,NA,13.06,0.46,0.58,0,0,0.51,0,0.63,NA,0,0,0.93,0,0,0,0.89,139.89,13.99,3.27,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140408Z"
"5293e7de-2a01-4899-b699-2b54784f9955","SCBI_047.basePlot.bgc","D02","SCBI",38.894257,-78.137217,"WGS84",20.18,392.4,0.3,"SCBI_047",2017-03-29 14:13:00,2018-05-04,"EcoCore_CSU","SCBI_047-M-34-35.5-20170329",NA,"SCBI_047-M-34-35.5-20170329-BM","B6-85","20180504 set 6B","EcoCore_PLFA_SOP_v1",1.99,1.38,0,0,0,0,0,0,0,0,0,1.4,0,6.86,5.17,0.82,0,0,0,3.02,0,4.09,9.29,1.96,0,0.88,2.19,0,0,0,10.06,0,0,6.93,2.89,0,0,14.72,2.95,2.61,0,NA,8.46,0.64,0.69,0,0,0,0,0,NA,0,0,0,0,0,0,1.15,86.78,13.87,4.47,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140408Z"
"8909c562-945b-4b8f-bca5-9772239bca10","SCBI_047.basePlot.bgc","D02","SCBI",38.894257,-78.137217,"WGS84",20.18,392.4,0.3,"SCBI_047",2017-03-29 14:58:00,2018-05-04,"EcoCore_CSU","SCBI_047-M-3.5-39.5-20170329",NA,"SCBI_047-M-3.5-39.5-20170329-BM","B6-86","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.1,1.5,0,0,0,0,0,0,0,0,0,1.55,0,9.69,7.88,1.3,0,0,0,3.66,10.84,5.29,11.56,2.52,0,1.1,3.25,0,0,0,13.93,0,0,7.76,4.09,0,0,17.93,3.37,2.93,0.84,NA,10.57,0.52,0,0,0,0,0,0,NA,0,0,0,0,0,0,1.34,121.92,12.26,4.1,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140408Z"
"51d9ed16-a29e-4ce2-a47e-9c139738e2e2","SCBI_067.basePlot.bgc","D02","SCBI",38.893949,-78.135536,"WGS84",20.27,412.2,0.5,"SCBI_067",2017-03-29 17:23:00,2018-05-04,"EcoCore_CSU","SCBI_067-M-25.5-35.5-20170329",NA,"SCBI_067-M-25.5-35.5-20170329-BM","B6-76","20180504 set 6B","EcoCore_PLFA_SOP_v1",1.51,0.97,0,0,0,0,0,0,0,0,0,2.94,0,21.88,18.19,1.93,0,0,0,6.84,29.36,12.21,24.79,5.54,0,1.4,7.43,2.22,0,0,38.17,0,0,17.86,8.41,1.26,0,45,5.93,3.59,1.56,NA,23.84,0.78,0,0,0,1.76,0,1.19,NA,0,0,0,0,0,0,2.46,286.53,17.71,6.34,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140408Z"
"c9f90c26-f47e-4d18-b335-8806cc0c8bf2","SCBI_067.basePlot.bgc","D02","SCBI",38.893949,-78.135536,"WGS84",20.27,412.2,0.5,"SCBI_067",2017-03-29 18:11:00,2018-05-04,"EcoCore_CSU","SCBI_067-M-10.5-38.5-20170329",NA,"SCBI_067-M-10.5-38.5-20170329-BM","B6-77","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.07,1.44,0,0,0,0,0,0,0,0,0,1.88,0,13.18,10.46,1.49,0,0,0,4.27,16.25,7.78,15.71,3.35,0,0.91,4.81,0,0,0,21.31,0,0,10.22,4.44,0.84,0.58,27.8,3.86,2.06,0.88,NA,13.93,0.58,0.54,0,0,0.94,0,0.8,NA,0,0,1.19,0,0,0,1.1,171.17,17.77,4.28,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140408Z"
"b631fdcb-9175-450b-be72-3ebaed41383f","SCBI_045.basePlot.bgc","D02","SCBI",38.890566,-78.139432,"WGS84",20.1,358.9,0.1,"SCBI_045",2017-03-29 19:18:00,2018-05-04,"EcoCore_CSU","SCBI_045-M-39.5-26-20170329",NA,"SCBI_045-M-39.5-26-20170329-BM","B6-49","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.24,1.63,0,0,0,0,0,0,0,0,0,1.76,0,11.74,12.25,1.18,0,0,0,4.35,16.39,9.19,17.62,2.34,0,0,4.95,0,0,0,13.99,0,0,10.5,4.32,0.94,0.92,26.81,3.69,2.92,0,NA,12.75,0.68,0.74,0,0,0.83,0,0.76,NA,0,0,0,0,0,0,1.13,162.77,15.67,3.78,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140408Z"
"022f1e83-0d1c-44ab-909c-da07abb8a255","SCBI_045.basePlot.bgc","D02","SCBI",38.890566,-78.139432,"WGS84",20.1,358.9,0.1,"SCBI_045",2017-03-29 19:57:00,2018-04-27,"EcoCore_CSU","SCBI_045-M-24-9-20170329",NA,"SCBI_045-M-24-9-20170329-BM","B4-84","20180427 set 4B","EcoCore_PLFA_SOP_v1",1.97,1.48,0,0,0,0,0,0,0,0,0,1.44,0,17.46,16.65,2.36,0,0,0,6.98,0,0,29.4,3.53,0,0,10.48,1.3,0,0,0,0,6.32,14.32,6.77,0.92,0.82,44.06,5.9,0,24.46,NA,0,1.03,1.61,0,0,0.67,0,0.32,NA,0,0,0.52,0,0,0,0.62,197.94,71.31,4.17,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140408Z"
"8bac66dc-6c67-470a-8545-47c6a8b13a7c","SCBI_045.basePlot.bgc","D02","SCBI",38.890566,-78.139432,"WGS84",20.1,358.9,0.1,"SCBI_045",2017-03-29 20:42:00,2018-04-27,"EcoCore_CSU","SCBI_045-M-0.5-20-20170329",NA,"SCBI_045-M-0.5-20-20170329-BM","B4-83","20180427 set 4B","EcoCore_PLFA_SOP_v1",2.15,1.62,0,0,0,0,0,0,0,0,0,1.07,0,13.87,14.24,1.79,0,0,0,5.6,0,0,22.37,2.8,0,0,7.62,0.53,0,0,0,0,5.84,10.61,5.64,0,0.78,30.6,4.72,0,19.39,NA,0,0.81,1.01,0,0,0.44,0,0.21,NA,0,0,0.21,0,0,0,0.49,150.66,68.68,3.81,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T140408Z"
"63475e41-12d2-4379-891d-cc45dd9f4ce6","SCBI_005.basePlot.bgc","D02","SCBI",38.900538,-78.16186,"WGS84",20.16,270.7,0.3,"SCBI_005",2017-04-03 14:00:00,2018-05-04,"EcoCore_CSU","SCBI_005-M-36.5-31.5-20170403",NA,"SCBI_005-M-36.5-31.5-20170403-BM","B6-75","20180504 set 6B","EcoCore_PLFA_SOP_v1",1.99,1.48,0,0,0,0,0,0,0,0,0,1.98,0,10.19,12.59,1.96,0,0,0,4.84,11.46,6.03,14.93,2.06,0,0.85,4.06,0,0,0,12.98,0,0,11.95,4.94,0,0,25.63,4.13,2.64,1.59,NA,14.9,0.7,0.74,0,0,0,0,0.79,NA,0,0,0,0,0,0,1.23,153.19,15.47,4.16,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T141108Z"
"cffb24a3-887b-4764-94aa-c8ba4dfe3d31","SCBI_008.basePlot.bgc","D02","SCBI",38.887763,-78.147164,"WGS84",20.29,336.7,0.4,"SCBI_008",2017-04-03 14:03:00,2018-05-04,"EcoCore_CSU","SCBI_008-M-34.5-5-20170403",NA,"SCBI_008-M-34.5-5-20170403-BM","B6-69","20180504 set 6B","EcoCore_PLFA_SOP_v1",1.59,1.13,0,0,0,0,0,0,2.58,0,0,2.78,0,17.19,17.04,2.74,0,0,0,7.01,20.61,9.33,21.89,4.54,0,1.83,6.23,1.12,0,0,23.56,0,0,13.87,7.12,0,0,38.35,5.4,4.63,1.8,NA,22.9,0.77,0,0,0,0,0,1.12,NA,0,0,0,0,0,0,2.35,236.79,34.11,5.47,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T141108Z"
"7dc24447-8c75-4497-b00e-7042a3068aeb","SCBI_005.basePlot.bgc","D02","SCBI",38.900538,-78.16186,"WGS84",20.16,270.7,0.3,"SCBI_005",2017-04-03 14:49:00,2018-05-04,"EcoCore_CSU","SCBI_005-M-2-27.5-20170403",NA,"SCBI_005-M-2-27.5-20170403-BM","B6-73","20180504 set 6B","EcoCore_PLFA_SOP_v1",1.41,1.14,0,0,0,0.7,0,0,0,0,0,1.85,0,9.58,10.05,1.11,0,0,0,3.51,10.83,5.53,12.18,2.28,0,0.92,3.84,0.84,0,0,14.54,0,0,7.73,3.58,0,0,19.48,3.44,1.39,1.37,NA,12.25,0.74,0.76,0,0,0,0,0.93,NA,0,0,0,0,0,0,1.38,130.81,28.8,5.38,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T141108Z"
"fbdfffa8-1fbc-4f8e-b68c-99ded8bcb213","SCBI_008.basePlot.bgc","D02","SCBI",38.887763,-78.147164,"WGS84",20.29,336.7,0.4,"SCBI_008",2017-04-03 14:55:00,2018-05-04,"EcoCore_CSU","SCBI_008-M-35.5-26.5-20170403",NA,"SCBI_008-M-35.5-26.5-20170403-BM","B6-71","20180504 set 6B","EcoCore_PLFA_SOP_v1",2.14,1.49,0,0,0,0,0,0.57,2.31,0,0,2.21,0,12.74,13.25,1.94,0,0,0,4.79,18.1,10.13,17.39,2.36,0,1.49,5.37,1.17,0,0,14.17,0,0,14.38,5.63,0.9,0.83,31.46,4.09,1,1.65,NA,16.63,0.7,1.05,0,0,0,0,0.81,NA,0,0,1.22,0,0.53,0,1.48,190.38,17.33,4.13,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T141108Z"
"abdfb8a2-ac17-4a74-9c0f-f45f4eb41731","SCBI_008.basePlot.bgc","D02","SCBI",38.887763,-78.147164,"WGS84",20.29,336.7,0.4,"SCBI_008",2017-04-03 15:40:00,2018-05-04,"EcoCore_CSU","SCBI_008-M-3-20.5-20170403",NA,"SCBI_008-M-3-20.5-20170403-BM","B6-70","20180504 set 6B","EcoCore_PLFA_SOP_v1",1.34,0.96,0,0,0,0,0,0,3.67,0,0,2.08,0,10.05,10.43,1.62,0,0,0,4.8,11.12,5.3,13.5,2.68,0,1.49,3.91,1.3,0,0,12.21,0,0,10.06,4.93,0,0.94,17.63,4.15,3.17,1.16,NA,13.93,0.76,0.69,0,0,0,0,1.09,NA,0,0,1.71,0,0.75,0,1.8,146.94,44.36,6.41,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T141108Z"
