"uid","namedLocation","domainID","siteID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","plotID","collectDate","processedDate","laboratoryName","sampleID","sampleCode","biomassID","internalLabID","batchID","testProtocolVersion","freshMass","freezeDryMass","c8To0Concentration","c10To0Concentration","c11To0Concentration","lipid2OH10To0Concentration","c12To0Concentration","c13To0Concentration","lipid2OH12To0Concentration","lipid3OH12To0Concentration","c14To1Concentration","c14To0Concentration","i14To0Concentration","i15To0Concentration","aC15To0Concentration","c15To0Concentration","c15To1Concentration","lipid2OH14To0Concentration","lipid3OH14To0Concentration","i16To0Concentration","cis16To1n9Concentration","c16To1Cis11Concentration","c16To0Concentration","lipid10Methyl16To0Concentration","i17To0Concentration","c17To1Concentration","cyclo17To0Concentration","c17To0Concentration","c17To0AnteisoConcentration","lipid2OH16To0Concentration","lipid10Methyl17To0Concentration","c18To3n6Concentration","cis18To2n912Concentration","cis18To1n9Concentration","trans18To1n9Concentration","trans18To2n912Concentration","c18To3n3Concentration","c18To1n11Concentration","c18To0Concentration","lipid10Methyl18To0Concentration","cyclo19To0Concentration","c19To0Concentration","c19To1Cis10Concentration","c20To4n6Concentration","c20To5n3Concentration","c20To3n6Concentration","c20To2Concentration","c20To1Concentration","c20To3n3Concentration","c20To0Concentration","c21To0Concentration","c22To2Concentration","c22To1n9Concentration","c22To0Concentration","c22To6CisConcentration","c23To0Concentration","c24To1Concentration","c24To0Concentration","totalLipidConcentration","extractionEfficiency","extractEffStdConc","processedBy","reviewedBy","remarks","analysisResultsQF","dataQF","publicationDate"
"a2e2018a-b9c3-47f0-9e17-f3b174068196","MLBS_003.basePlot.bgc","D07","MLBS",37.368528,-80.526975,"WGS84",20.15,1223.1,0.3,"MLBS_003",2018-10-09 19:54:00,2019-04-18,"EcoCore_CSU","MLBS_003-M-38-22.5-20181009",NA,"MLBS_003-M-38-22.5-20181009-BM","B7-28","20190418 Set 7","EcoCore_PLFA_SOP_v2",1.6,1.21,0,0,0,0,0,0,0,0,0,0,0,3.36,1.76,0.01,0,0,0.51,1.34,2.49,0.93,3.62,0.29,0,0.35,0.9,0,0.6,0,1.75,0,0.96,2.56,0.97,0,0.25,5.83,0.82,0.77,0,NA,9.88,0.12,0,0,0,0,0,0,NA,0,0,0,0,0.17,0,0.84,41.09,12.93,12.29,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"a422ec74-325b-4182-b6ec-d9ac28785dca","MLBS_002.basePlot.bgc","D07","MLBS",37.372058,-80.524252,"WGS84",20.23,1178.5,0.3,"MLBS_002",2018-10-09 20:27:00,2019-04-18,"EcoCore_CSU","MLBS_002-O-1.5-29.5-20181009",NA,"MLBS_002-O-1.5-29.5-20181009-BM","B7-25","20190418 Set 7","EcoCore_PLFA_SOP_v2",0.58,0.18,0,0,0,0,0,0,8.56,0,0,5.91,0,56.98,21.42,9.95,0,0,5.16,30.14,40.93,21.33,84.32,5.38,0,2.63,14.51,7.15,10.23,0,35.67,0,118.61,83.66,9.97,0,4.16,47.54,20.71,1.81,0,NA,108.56,2.77,3.35,0,0,1.78,0,0,NA,0,0,0.75,0,1.35,1.57,5.17,772.03,17.81,16.92,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"35c9f630-f491-4a9b-8cfb-a7a516b5b9dd","MLBS_002.basePlot.bgc","D07","MLBS",37.372058,-80.524252,"WGS84",20.23,1178.5,0.3,"MLBS_002",2018-10-09 20:31:00,2019-04-18,"EcoCore_CSU","MLBS_002-M-1.5-29.5-20181009",NA,"MLBS_002-M-1.5-29.5-20181009-BM","B7-22","20190418 Set 7","EcoCore_PLFA_SOP_v2",1.87,1.63,0,0,0,0,0,0.01,0.9,0,0,0.26,0,3.25,1.1,0.32,0,0,0.33,2.56,2.3,1.23,6.05,0.42,0,0,0.72,0.51,0.66,0,2.44,0,6.48,7.99,1.26,0,0.23,6.02,1.81,0.48,0,NA,11.62,0.14,0.17,0,0,0,0,0.04,NA,0,0,0.07,0,0.12,0.22,0.25,59.96,17.72,16.83,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"9715a81f-d209-48ac-b45c-7a35b0a9af7a","MLBS_002.basePlot.bgc","D07","MLBS",37.372058,-80.524252,"WGS84",20.23,1178.5,0.3,"MLBS_002",2018-10-09 20:42:00,2019-04-18,"EcoCore_CSU","MLBS_002-O-8.5-0-20181009",NA,"MLBS_002-O-8.5-0-20181009-BM","B7-27","20190418 Set 7","EcoCore_PLFA_SOP_v2",0.43,0.12,0,0,0,0,0,0,4.5,0,0,5.18,0,54.02,24.77,4.33,0,0,4.21,24.19,49.19,23.01,89.94,2.92,0,0,18.28,5.3,9.15,0,35.33,0,58.7,70.19,9.41,2.4,3.52,53.86,20.96,2.57,0,NA,77.32,6.37,5.52,0,0,2.22,2.23,0.41,NA,0,0,2.32,2.93,2.31,2.87,7.54,687.96,22.09,20.99,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"80c71e60-a0c9-4c75-be17-6c00fd1df9a0","MLBS_002.basePlot.bgc","D07","MLBS",37.372058,-80.524252,"WGS84",20.23,1178.5,0.3,"MLBS_002",2018-10-09 20:46:00,2019-12-06,"EcoCore_CSU","MLBS_002-M-8.5-0-20181009",NA,"MLBS_002-M-8.5-0-20181009-BM","B15-58","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",1.52,0.47,0,0,0,0,0,0,14.89,0,0,0,0,18.95,6.58,0.86,0,0,0.85,6.56,12.36,8.97,30.22,0.2,3.29,0.69,4.16,2.17,3.34,0.18,0,0,18.18,35.87,1.08,0.28,0.56,25.79,13.53,0.19,2.14,NA,35.27,1.43,0.96,0,0,0.4,0.24,0.19,NA,0.22,0,1.65,0,0.11,0,2.06,254.43,7.18,6.82,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"1","20200602T135524Z"
"8505fc9b-696a-4fd0-a785-b847e23a86d1","MLBS_002.basePlot.bgc","D07","MLBS",37.372058,-80.524252,"WGS84",20.23,1178.5,0.3,"MLBS_002",2018-10-09 21:01:00,2019-04-18,"EcoCore_CSU","MLBS_002-O-36.5-15.5-20181009",NA,"MLBS_002-O-36.5-15.5-20181009-BM","B7-26","20190418 Set 7","EcoCore_PLFA_SOP_v2",0.59,0.35,0,0,0,0,0,0,6.11,0,0,0,0,16.2,7.43,1.27,0,0,1.61,7.8,15.85,8.63,29.01,1.18,0,0,4.61,1.85,3.44,0,11,0,11.83,29.68,6.43,0,0.84,39.82,6.81,0.84,1.21,NA,46.79,1.01,1.39,0,0,0.79,0,0.14,NA,0,0,0.28,0,0.66,0.57,3.09,268.16,15.61,14.83,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"cf80e587-ad81-4663-901e-b0722c4f1096","MLBS_002.basePlot.bgc","D07","MLBS",37.372058,-80.524252,"WGS84",20.23,1178.5,0.3,"MLBS_002",2018-10-09 21:06:00,2019-12-06,"EcoCore_CSU","MLBS_002-M-36.5-15.5-20181009",NA,"MLBS_002-M-36.5-15.5-20181009-BM","B15-57","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",1.79,0.89,0,0,0,0,0,0,9.18,0,0,0,0,11.6,4.2,0.22,0,0,0.95,5.65,10.53,4.93,14.37,0.97,2.13,0.7,2.59,1.47,2.86,0,0,0.26,4.94,15,0.96,0.37,0.51,41.74,4.28,2.52,0.91,NA,37.36,0.35,0.29,0,0,0.15,0,0.05,NA,0,0,1.06,0,0.02,0,1.7,184.82,7.52,7.14,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"1","20200602T135524Z"
"a97f8263-226c-41cb-8e66-5999be7bcdae","MLBS_067.basePlot.bgc","D07","MLBS",37.378569,-80.527279,"WGS84",20.14,1171.6,0.3,"MLBS_067",2018-10-10 11:36:00,2019-12-06,"EcoCore_CSU","MLBS_067-O-30.5-23.5-20181010",NA,"MLBS_067-O-30.5-23.5-20181010-BM","B15-77-2","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",0.58,0.35,0,0,0,0,0,0,12.11,0,0,0,0,14.44,4.47,0.66,0,0,0.7,6.16,7.94,6.71,24.48,0,3.19,0.51,2.51,0.96,3.05,0,0,0,11.29,24.88,0.74,0,0.4,25.53,8.93,1.16,2.33,NA,32.81,1.21,2.84,0,0,0.11,0.19,0.05,NA,0,0,1.61,0,0.12,0,2.42,204.51,14.31,13.6,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"0","20200602T135524Z"
"bd6752ac-a922-4596-ac42-de209f7c4f68","MLBS_067.basePlot.bgc","D07","MLBS",37.378569,-80.527279,"WGS84",20.14,1171.6,0.3,"MLBS_067",2018-10-10 11:38:00,2019-12-06,"EcoCore_CSU","MLBS_067-M-30.5-23.5-20181010",NA,"MLBS_067-M-30.5-23.5-20181010-BM","B15-76-2","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",1.96,1.64,0,0,0,0,0,0,0.3,0,0,0,0,0.67,0.38,0,0,0.31,0,0.19,0,0.21,1.16,0,0.19,0,0.1,0,0,0,0.53,0,2.03,0.44,0.21,0,0,0.93,1.42,0.38,0,NA,1.52,0,0,0,0,0,0,0,NA,0,0,0.08,0,0,0,0.13,11.18,14.64,13.91,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"0","20200602T135524Z"
"2db051ca-a917-463b-b37e-cdef9218b80a","MLBS_067.basePlot.bgc","D07","MLBS",37.378569,-80.527279,"WGS84",20.14,1171.6,0.3,"MLBS_067",2018-10-10 11:54:00,2019-12-06,"EcoCore_CSU","MLBS_067-O-1.5-34.5-20181010",NA,"MLBS_067-O-1.5-34.5-20181010-BM","B15-79-2","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",0.66,0.3,0,0,0,0,0,0,21.28,0,0,0,0,19.69,6.34,0.64,0,0,0.99,11.68,10.53,8.37,30.64,0.38,3.68,0.67,3.92,1.22,2.61,0,0,0,11.46,35.49,1.16,0.06,0.34,24.46,11.84,0.52,2.72,NA,43.03,0.76,0.09,0,0,0,0.23,0.14,NA,0,0,3.89,0,0,0,7.33,266.14,17.39,16.52,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"0","20200602T135524Z"
"3d64455b-f8d3-4626-9488-7910994114f1","MLBS_067.basePlot.bgc","D07","MLBS",37.378569,-80.527279,"WGS84",20.14,1171.6,0.3,"MLBS_067",2018-10-10 11:59:00,2019-12-06,"EcoCore_CSU","MLBS_067-M-1.5-34.5-20181010",NA,"MLBS_067-M-1.5-34.5-20181010-BM","B15-74-2","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",2,1.6,0,0,0,0,0,0,0.43,0,0,0,0,1.23,0.75,0,0,0,0,0.59,0.41,0.37,1.66,0,0.37,0,0.22,0,0.12,0,0.9,0,2.59,0.85,0.02,0,0.06,1.29,1.44,0.43,0.47,NA,1.81,0.03,0,0,0,0,0,0,NA,0,0,0.12,0,0,0,0.15,16.29,5.84,5.55,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"1","20200602T135524Z"
"5138052f-7473-46f3-a775-4e734985aae1","MLBS_067.basePlot.bgc","D07","MLBS",37.378569,-80.527279,"WGS84",20.14,1171.6,0.3,"MLBS_067",2018-10-10 12:12:00,2019-12-06,"EcoCore_CSU","MLBS_067-O-2-19-20181010",NA,"MLBS_067-O-2-19-20181010-BM","B15-78-2","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",0.59,0.17,0,0,0,0,0,0,2.57,0,0,0,0,22.32,7.96,0.05,0,0,1.79,10.63,11.93,10.11,33.44,0,2.37,0.07,5.9,1.28,1.79,0,17.75,0,21.19,25.71,3.45,0.25,0.65,19.2,12.7,0,5.09,NA,34.15,1.63,0.41,0,0,0.18,0.33,0,NA,1.06,0,3.22,0,0,0.57,4.83,264.56,11.26,10.7,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"0","20200602T135524Z"
"bf891556-3b10-44b9-9e89-114631561394","MLBS_067.basePlot.bgc","D07","MLBS",37.378569,-80.527279,"WGS84",20.14,1171.6,0.3,"MLBS_067",2018-10-10 12:15:00,2019-12-06,"EcoCore_CSU","MLBS_067-M-2-19-20181010",NA,"MLBS_067-M-2-19-20181010-BM","B15-75-2","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",1.98,1.51,0,0,0,0,0,0,1.09,0,0,0,0,1.32,1.16,0,0,0,0,0.55,0.47,0.5,1.88,0,0.36,0,0.28,0.07,0.11,0,0.01,0,2.65,0.66,0.42,0,0,1.92,1.67,0.37,0.51,NA,2.29,0.04,0,0,0,0,0,0,NA,0,0,0.1,0,0,0,0.13,18.58,4.14,3.94,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"1","20200602T135524Z"
"a22661c0-cda9-432d-b006-f1a3a680b6ad","MLBS_063.basePlot.bgc","D07","MLBS",37.377486,-80.527932,"WGS84",20.27,1175.7,0.4,"MLBS_063",2018-10-10 12:49:00,2019-12-06,"EcoCore_CSU","MLBS_063-O-12-39.5-20181010",NA,"MLBS_063-O-12-39.5-20181010-BM","B15-68","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",0.59,0.42,0,0,0,0,0,0,9.95,0,0,0,0,11.3,4.48,0.33,0,0,0,6.09,6.16,4.73,20.48,0,2.84,0.31,2.17,1,1.47,0,0,0,9.21,21.87,0.7,0,0.29,17.57,11.14,0.23,1.86,NA,30.95,0.29,0,0,0,0,0,0.07,NA,0,0,0.99,0,0.03,0,1.23,167.72,36.76,34.92,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"0","20200602T135524Z"
"c2c969bc-c6c4-45b5-bd7e-a6bab678521f","MLBS_063.basePlot.bgc","D07","MLBS",37.377486,-80.527932,"WGS84",20.27,1175.7,0.4,"MLBS_063",2018-10-10 12:50:00,2019-04-18,"EcoCore_CSU","MLBS_063-M-12-39.5-20181010",NA,"MLBS_063-M-12-39.5-20181010-BM","B7-61","20190418 Set 7","EcoCore_PLFA_SOP_v2",1.72,1.36,0,0,0,0,0,0,1.22,0,0,0,0,2.01,1.28,0.21,0,0,0,0.89,1.69,0.88,3.23,0.28,0,0,0.77,0.21,0.46,0,1.7,0,1.28,2.12,1.28,0,0,3.22,0.87,0.55,0,NA,5.8,0.11,0,0,0,0,0,0,NA,0,0,0,0,0.09,0.17,0.63,30.95,13.48,12.81,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"b2ad8203-fcde-4ab9-9194-b75ab4c8db0d","MLBS_063.basePlot.bgc","D07","MLBS",37.377486,-80.527932,"WGS84",20.27,1175.7,0.4,"MLBS_063",2018-10-10 12:57:00,2019-12-06,"EcoCore_CSU","MLBS_063-O-16-9.5-20181010",NA,"MLBS_063-O-16-9.5-20181010-BM","B15-70","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",0.62,0.29,0,0,0,0,0,0,4.06,0,0,0,0,18.14,5.74,0.32,0,0,0,8.6,8.77,6.94,24.93,0.31,3.36,0.34,3.23,1.24,2.53,0,16.4,0,14.72,21.39,5.42,0.09,0.59,17.09,11.47,0.25,3.04,NA,34.81,0.62,0,0,0,0,0,0.11,NA,0,0,2.86,0,0.01,0,4.64,222,11.28,10.72,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"0","20200602T135524Z"
"b3010fbf-fb02-4f08-8822-7ba1af9652b6","MLBS_063.basePlot.bgc","D07","MLBS",37.377486,-80.527932,"WGS84",20.27,1175.7,0.4,"MLBS_063",2018-10-10 12:59:00,2019-12-06,"EcoCore_CSU","MLBS_063-M-16-9.5-20181010",NA,"MLBS_063-M-16-9.5-20181010-BM","B15-67","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",2.03,1.58,0,0,0,0,0,0,5.01,0,0,0,0,6.49,1.56,0.21,0,0,0,1.8,3.29,1.36,5.21,0,0.85,0.07,1,0.45,0.85,0,0,0,3.06,4.42,1.3,0.05,0.15,5.37,3.17,0.24,0,NA,6.76,0.06,0,0,0,0,0,0,NA,0,0,0.12,0,0,0,0.16,53.02,14.98,14.23,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"0","20200602T135524Z"
"e119e699-6811-4095-b069-9f45a8e2ec96","MLBS_063.basePlot.bgc","D07","MLBS",37.377486,-80.527932,"WGS84",20.27,1175.7,0.4,"MLBS_063",2018-10-10 13:09:00,2019-12-06,"EcoCore_CSU","MLBS_063-O-25.5-9-20181010",NA,"MLBS_063-O-25.5-9-20181010-BM","B15-69","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",0.55,0.29,0,0,0,0,0,0,12.8,0,0,0,0,13.58,4.12,0.54,0,0,0.66,6.92,7.7,5.02,24.54,0,2.17,0.28,2.45,1.14,1.68,0,0,0,12.09,22.15,3.74,0,0.49,20.97,13.94,0.1,2.81,NA,30.89,0.65,0.25,0,0,0,0.19,0.15,NA,0,0,1.79,0,0,0,2.09,195.92,13.96,13.26,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"0","20200602T135524Z"
"f2759e5e-87ee-4d39-9582-ee51e239e162","MLBS_063.basePlot.bgc","D07","MLBS",37.377486,-80.527932,"WGS84",20.27,1175.7,0.4,"MLBS_063",2018-10-10 13:12:00,2019-12-06,"EcoCore_CSU","MLBS_063-M-25.5-9-20181010",NA,"MLBS_063-M-25.5-9-20181010-BM","B15-66","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",1.92,1.55,0,0,0,0,0,0,0.9,0,0,0,0,1.07,0.49,0,0,0,0,0.31,0.56,0.37,1.67,0,0.2,0,0.25,0,0.1,0,0,0,2.21,1.2,0.37,0,0,2.65,1.23,0.08,0.49,NA,2.65,0.04,0,0,0,0,0,0,NA,0,0,0.1,0,0,0,0.13,17.08,9.62,9.14,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"1","20200602T135524Z"
"4a91fd31-deae-4a4b-852a-07b85239c115","ORNL_021.basePlot.bgc","D07","ORNL",35.955641,-84.221347,"WGS84",20.1,277.6,0.1,"ORNL_021",2017-04-04 17:58:00,2018-05-09,"EcoCore_CSU","ORNL_021-O-16-5-20170404",NA,"ORNL_021-O-16-5-20170404-BM","B7-27","20180509 set 7","EcoCore_PLFA_SOP_v1",2.04,1.5,0,0,0,0,0,0,0,0,0,2.16,0,12,7.44,1.44,0,0,0,6.58,14.36,5.35,24.11,1.1,0,0.87,5.26,1.19,0,0,5.27,0,2.65,16.27,4.3,0,1.05,25.76,5.86,1.15,16.05,NA,0,0.61,0,0,0,0.7,0,1.37,NA,0,0,2.48,0,0.62,0,2.16,168.17,25.09,4.11,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T142745Z"
"3dbf94b1-fe09-45ef-9ea5-8ddaa16d742e","ORNL_021.basePlot.bgc","D07","ORNL",35.955641,-84.221347,"WGS84",20.1,277.6,0.1,"ORNL_021",2017-04-04 18:01:00,2018-05-09,"EcoCore_CSU","ORNL_021-M-16-5-20170404",NA,"ORNL_021-M-16-5-20170404-BM","B7-44","20180509 set 7","EcoCore_PLFA_SOP_v1",1.97,1.7,0,0,0,0,0,0,1.03,0,0,0,0,2.62,1.63,0,0,0,0,1.66,0,0.63,4.29,0.82,0,0,0.96,0,0,0,2.58,0,0,2.37,0,0,0,2.02,1.57,1.49,2.16,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,25.83,48.41,3.62,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T142745Z"
"370bef83-703c-4a43-a552-7ea4db3d40d0","ORNL_021.basePlot.bgc","D07","ORNL",35.955641,-84.221347,"WGS84",20.1,277.6,0.1,"ORNL_021",2017-04-04 18:21:00,2018-05-09,"EcoCore_CSU","ORNL_021-O-20-3.5-20170404",NA,"ORNL_021-O-20-3.5-20170404-BM","B7-29","20180509 set 7","EcoCore_PLFA_SOP_v1",2.12,1.49,0,0,0,0,0,0,3.99,0,0,3.56,0,22.57,19.43,3.4,0,0,0,10.04,34.82,14.17,43.5,2.12,0,1.52,10.09,2.31,0,0,11.98,0,7.57,27.02,8.95,2.11,1.31,63.24,8.91,3.03,27.15,NA,0,0.85,1.02,0,0,1.16,0,1.56,NA,0,0,2.63,0,0.65,0,2.42,343.07,36.73,4.13,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T142745Z"
"90fc64a6-df72-42f3-97e4-472189a5eb8a","ORNL_021.basePlot.bgc","D07","ORNL",35.955641,-84.221347,"WGS84",20.1,277.6,0.1,"ORNL_021",2017-04-04 18:23:00,2018-05-09,"EcoCore_CSU","ORNL_021-M-20-3.5-20170404",NA,"ORNL_021-M-20-3.5-20170404-BM","B7-45","20180509 set 7","EcoCore_PLFA_SOP_v1",1.98,1.61,0,0,0,0,0,0,1.51,0,0,1.21,0,4.84,3.68,0.9,0,0,0,3.32,0,2.03,8.33,1.07,0,0.9,1.61,0,0,0,4.64,0,1.61,4.99,2.94,0,0.66,5.32,2.8,2.43,6.29,NA,0,0,0,0,0,0,0,0.94,NA,0,0,1.48,0,0.51,0,1.38,65.38,50.55,3.82,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T142745Z"
"3b01bd3a-daf8-407a-8c83-07000e09093e","ORNL_021.basePlot.bgc","D07","ORNL",35.955641,-84.221347,"WGS84",20.1,277.6,0.1,"ORNL_021",2017-04-04 18:41:00,2018-05-09,"EcoCore_CSU","ORNL_021-O-18-35-20170404",NA,"ORNL_021-O-18-35-20170404-BM","B7-49","20180509 set 7B","EcoCore_PLFA_SOP_v1",1.96,1.39,0,0,0,0,0,0.41,0,0,0,2.37,0,18.53,14.97,2.01,0,0,0,9.19,24.94,11.45,35.79,1.62,0,0,8.14,1.89,0,0,11.09,0,3.75,25,8.02,1.06,1.46,45.91,8.79,1.42,0,NA,27.78,0.58,0.58,0,0,0,0,1.29,NA,0,0,1.88,0,0.52,0,1.33,271.77,20.62,4.43,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T142745Z"
"1ee1c1dd-83f7-4356-ab44-270366872d5f","ORNL_021.basePlot.bgc","D07","ORNL",35.955641,-84.221347,"WGS84",20.1,277.6,0.1,"ORNL_021",2017-04-04 18:42:00,2018-06-06,"EcoCore_CSU","ORNL_021-M-18-35-20170404",NA,"ORNL_021-M-18-35-20170404-BM","B10-51","20180606 set 10b-11a","EcoCore_PLFA_SOP_v1",2,1.64,0,0,0,0,0,0,0,0,0,1.08,0,4.49,3.3,0.79,0,0,0,2.44,4.23,2.16,6.94,0.85,0,0,1.51,0,0,0,3.52,0,0,4.92,2.63,0,0,5.3,2.73,1.8,0,NA,5.89,0,0,0,0,0,0,0.94,NA,0,0,1.48,0,0,0,1.58,58.59,56.97,3.75,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T142745Z"
"52a899a1-4c0a-406b-b1ac-dc18da9c84aa","ORNL_003.basePlot.bgc","D07","ORNL",35.965875,-84.230646,"WGS84",20.13,260.1,0.1,"ORNL_003",2017-04-04 19:36:00,2018-05-09,"EcoCore_CSU","ORNL_003-O-2-5-20170404",NA,"ORNL_003-O-2-5-20170404-BM","B7-68","20180509 set 7B","EcoCore_PLFA_SOP_v1",1.91,1.29,0,0,0,0,0,0.48,0,0,0,3.01,0,19.32,11.4,3.06,0,0,0,11.87,20.78,10.56,42.43,1.56,0,0,6.16,2.35,0,0,11.93,0,11.31,37.04,6.97,0.99,1.45,42.06,7.19,1.19,0,NA,36.94,0.69,0.7,0,0,0,0,0.84,NA,0,0,1.76,0,0.57,0,2.13,296.75,17.23,4.77,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T142745Z"
"a2bb964b-75b4-484c-88ce-9c735a88f5fc","ORNL_003.basePlot.bgc","D07","ORNL",35.965875,-84.230646,"WGS84",20.13,260.1,0.1,"ORNL_003",2017-04-04 19:39:00,2018-05-09,"EcoCore_CSU","ORNL_003-M-2-5-20170404",NA,"ORNL_003-M-2-5-20170404-BM","B7-33","20180509 set 7","EcoCore_PLFA_SOP_v1",1.92,1.52,0,0,0,0,0,0,4.46,0,0,1.76,0,9.63,6.76,0.95,0,0,0,5.29,7.88,4.28,16.43,1.21,0,1.17,2.4,1.14,0,0,6.34,0,6.64,11.54,4.45,0,1.17,12.7,4.55,2.67,16.23,NA,0,0.54,0,0,0,0,0,0.91,NA,0,0,1.56,0,0.59,0,2,135.24,44.36,4.05,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T142745Z"
"b4cbd6b0-8598-42ad-b883-c6cf308746c5","ORNL_003.basePlot.bgc","D07","ORNL",35.965875,-84.230646,"WGS84",20.13,260.1,0.1,"ORNL_003",2017-04-04 19:54:00,2018-05-09,"EcoCore_CSU","ORNL_003-O-7.5-20.5-20170404",NA,"ORNL_003-O-7.5-20.5-20170404-BM","B7-30","20180509 set 7","EcoCore_PLFA_SOP_v1",2.01,1.5,0,0,0,0,0,0,6.77,0,0,3.21,0,24.48,17.25,2.57,0,0,0,12.9,25.1,13.7,39.48,2.71,0,2.17,7.02,3.05,0,0,15.47,0,6.02,34.58,9.07,1.31,1.2,58.15,8.13,4.14,44.39,NA,0,0.77,0.74,0,0,0,0,1.22,NA,0,0,2.37,0,0.68,0,3.62,352.27,31.88,4.11,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,NA,"20200602T142745Z"
